t;T;T
[s];[°C];[°C]

1145,0;138,8;138,8
1146,0;138,8;138,8
1147,0;138,8;138,8
1148,0;138,9;138,9
1149,0;138,9;138,9
1150,0;138,5;138,5
1151,0;138,5;138,5
1152,0;138,5;138,5
1153,0;138,5;138,5
1154,0;138,1;138,1
1155,0;138,1;138,1
1156,0;138,1;138,1
1157,0;138,1;138,1
1158,0;137,8;137,8
1159,0;137,8;137,8
1160,0;137,8;137,8
1161,0;137,8;137,8
1162,0;137,4;137,4
1163,0;137,4;137,4
1164,0;137,4;137,4
1165,0;137,4;137,4
1166,0;137,1;137,1
1167,0;137,1;137,1
1168,0;137,1;137,1
1169,0;137,1;137,1
1170,0;136,7;136,7
1171,0;136,7;136,7
1172,0;136,7;136,7
1173,0;136,7;136,7
1174,0;136,7;136,7
1175,0;136,7;136,7
1176,0;136,7;136,7
1177,0;136,7;136,7
1178,0;136,4;136,4
1179,0;136,4;136,4
1180,0;136,0;136,0
1181,0;136,0;136,0
1182,0;135,7;135,7
1183,0;135,7;135,7
1184,0;135,7;135,7
1185,0;135,7;135,7
1186,0;135,6;135,6
1187,0;135,6;135,6
1188,0;135,3;135,3
1189,0;135,3;135,3
1190,0;135,3;135,3
1191,0;135,3;135,3
1192,0;134,9;134,9
1193,0;134,9;134,9
1194,0;135,7;135,7
1195,0;135,7;135,7
1196,0;134,6;134,6
1197,0;134,6;134,6
1198,0;134,6;134,6
1199,0;134,6;134,6
1200,0;134,6;134,6
1201,0;134,6;134,6
1202,0;134,6;134,6
1203,0;134,6;134,6
1204,0;134,6;134,6
1205,0;134,6;134,6
1206,0;133,9;133,9
1207,0;133,9;133,9
1208,0;133,9;133,9
1209,0;133,9;133,9
1210,0;133,9;133,9
1211,0;133,9;133,9
1212,0;134,2;134,2
1213,0;134,2;134,2
1214,0;133,9;133,9
1215,0;133,9;133,9
1216,0;133,2;133,2
1217,0;133,2;133,2
1218,0;133,2;133,2
1219,0;133,2;133,2
1220,0;133,2;133,2
1221,0;133,2;133,2
1222,0;133,2;133,2
1223,0;133,2;133,2
1224,0;133,2;133,2
1225,0;133,2;133,2
1226,0;132,8;132,8
1227,0;132,8;132,8
1228,0;133,2;133,2
1229,0;133,2;133,2
1230,0;133,2;133,2
1231,0;133,2;133,2
1232,0;132,8;132,8
1233,0;132,8;132,8
1234,0;132,1;132,1
1235,0;132,1;132,1
1236,0;132,1;132,1
1237,0;132,1;132,1
1238,0;132,1;132,1
1239,0;132,1;132,1
1240,0;131,8;131,8
1241,0;131,8;131,8
1242,0;131,8;131,8
1243,0;131,8;131,8
1244,0;131,8;131,8
1245,0;131,8;131,8
1246,0;131,4;131,4
1247,0;131,4;131,4
1248,0;131,8;131,8
1249,0;131,8;131,8
1250,0;131,0;131,0
1251,0;131,0;131,0
1252,0;131,0;131,0
1253,0;131,0;131,0
1254,0;131,0;131,0
1255,0;131,0;131,0
1256,0;130,3;130,3
1257,0;130,3;130,3
1258,0;130,3;130,3
1259,0;130,3;130,3
1260,0;131,0;131,0
1261,0;131,0;131,0
1262,0;130,3;130,3
1263,0;130,3;130,3
1264,0;130,0;130,0
1265,0;130,0;130,0
1266,0;130,0;130,0
1267,0;130,0;130,0
1268,0;130,0;130,0
1269,0;130,0;130,0
1270,0;129,6;129,6
1271,0;129,6;129,6
1272,0;129,6;129,6
1273,0;129,6;129,6
1274,0;129,6;129,6
1275,0;129,6;129,6
1276,0;129,3;129,3
1277,0;129,3;129,3
1278,0;129,3;129,3
1279,0;129,3;129,3
1280,0;128,9;128,9
1281,0;128,9;128,9
1282,0;128,6;128,6
1283,0;128,6;128,6
1284,0;128,6;128,6
1285,0;128,6;128,6
1286,0;128,6;128,6
1287,0;128,6;128,6
1288,0;128,2;128,2
1289,0;128,2;128,2
1290,0;128,2;128,2
1291,0;128,2;128,2
1292,0;127,9;127,9
1293,0;127,9;127,9
1294,0;127,9;127,9
1295,0;127,9;127,9
1296,0;127,9;127,9
1297,0;127,9;127,9
1298,0;127,9;127,9
1299,0;127,9;127,9
1300,0;127,5;127,5
1301,0;127,5;127,5
1302,0;127,5;127,5
1303,0;127,5;127,5
1304,0;127,1;127,1
1305,0;127,1;127,1
1306,0;127,1;127,1
1307,0;127,1;127,1
1308,0;126,8;126,8
1309,0;126,8;126,8
1310,0;127,1;127,1
1311,0;127,1;127,1
1312,0;126,8;126,8
1313,0;126,8;126,8
1314,0;126,4;126,4
1315,0;126,4;126,4
1316,0;126,1;126,1
1317,0;126,1;126,1
1318,0;126,4;126,4
1319,0;126,4;126,4
1320,0;126,1;126,1
1321,0;126,1;126,1
1322,0;125,7;125,7
1323,0;125,7;125,7
1324,0;125,7;125,7
1325,0;125,7;125,7
1326,0;125,4;125,4
1327,0;125,4;125,4
1328,0;125,4;125,4
1329,0;125,4;125,4
1330,0;125,4;125,4
1331,0;125,4;125,4
1332,0;125,4;125,4
1333,0;125,4;125,4
1334,0;125,0;125,0
1335,0;125,0;125,0
1336,0;124,7;124,7
1337,0;124,7;124,7
1338,0;124,7;124,7
1339,0;124,7;124,7
1340,0;124,7;124,7
1341,0;124,7;124,7
1342,0;124,7;124,7
1343,0;124,7;124,7
1344,0;124,3;124,3
1345,0;124,3;124,3
1346,0;124,3;124,3
1347,0;124,3;124,3
1348,0;124,0;124,0
1349,0;124,0;124,0
1350,0;124,0;124,0
1351,0;124,0;124,0
1352,0;123,6;123,6
1353,0;123,6;123,6
1354,0;123,6;123,6
1355,0;123,6;123,6
1356,0;123,3;123,3
1357,0;123,3;123,3
1358,0;123,3;123,3
1359,0;123,3;123,3
1360,0;122,6;122,6
1361,0;122,6;122,6
1362,0;122,6;122,6
1363,0;122,6;122,6
1364,0;122,6;122,6
1365,0;122,6;122,6
1366,0;122,6;122,6
1367,0;122,6;122,6
1368,0;122,6;122,6
1369,0;122,6;122,6
1370,0;122,6;122,6
1371,0;122,6;122,6
1372,0;122,6;122,6
1373,0;122,6;122,6
1374,0;122,2;122,2
1375,0;122,2;122,2
1376,0;122,2;122,2
1377,0;122,2;122,2
1378,0;121,8;121,8
1379,0;121,8;121,8
1380,0;121,8;121,8
1381,0;121,8;121,8
1382,0;122,2;122,2
1383,0;122,2;122,2
1384,0;121,1;121,1
1385,0;121,1;121,1
1386,0;120,8;120,8
1387,0;120,8;120,8
1388,0;121,1;121,1
1389,0;121,1;121,1
1390,0;120,8;120,8
1391,0;120,8;120,8
1392,0;120,8;120,8
1393,0;120,8;120,8
1394,0;120,8;120,8
1395,0;120,8;120,8
1396,0;121,1;121,1
1397,0;121,1;121,1
1398,0;120,8;120,8
1399,0;120,8;120,8
1400,0;120,4;120,4
1401,0;120,4;120,4
1402,0;120,4;120,4
1403,0;120,4;120,4
1404,0;120,4;120,4
1405,0;120,4;120,4
1406,0;120,4;120,4
1407,0;120,4;120,4
1408,0;119,7;119,7
1409,0;119,7;119,7
1410,0;119,7;119,7
1411,0;119,7;119,7
1412,0;119,4;119,4
1413,0;119,4;119,4
1414,0;119,0;119,0
1415,0;119,0;119,0
1416,0;119,0;119,0
1417,0;119,0;119,0
1418,0;119,0;119,0
1419,0;119,0;119,0
1420,0;119,0;119,0
1421,0;119,0;119,0
1422,0;119,0;119,0
1423,0;119,0;119,0
1424,0;119,0;119,0
1425,0;119,0;119,0
1426,0;118,7;118,7
1427,0;118,7;118,7
1428,0;118,7;118,7
1429,0;118,7;118,7
1430,0;118,7;118,7
1431,0;118,7;118,7
1432,0;118,7;118,7
1433,0;118,7;118,7
1434,0;118,3;118,3
1435,0;118,3;118,3
1436,0;118,3;118,3
1437,0;118,3;118,3
1438,0;118,0;118,0
1439,0;118,0;118,0
1440,0;118,0;118,0
1441,0;118,0;118,0
1442,0;118,0;118,0
1443,0;118,0;118,0
1444,0;117,6;117,6
1445,0;117,6;117,6
1446,0;117,6;117,6
1447,0;117,6;117,6
1448,0;117,6;117,6
1449,0;117,6;117,6
1450,0;117,3;117,3
1451,0;117,3;117,3
1452,0;117,3;117,3
1453,0;117,3;117,3
1454,0;117,3;117,3
1455,0;117,3;117,3
1456,0;116,9;116,9
1457,0;116,9;116,9
1458,0;117,6;117,6
1459,0;117,6;117,6
1460,0;116,9;116,9
1461,0;116,9;116,9
1462,0;116,9;116,9
1463,0;116,9;116,9
1464,0;116,6;116,6
1465,0;116,6;116,6
1466,0;116,2;116,2
1467,0;116,2;116,2
1468,0;116,2;116,2
1469,0;116,2;116,2
1470,0;116,2;116,2
1471,0;116,2;116,2
1472,0;116,2;116,2
1473,0;116,2;116,2
1474,0;115,9;115,9
1475,0;115,9;115,9
1476,0;116,2;116,2
1477,0;116,2;116,2
1478,0;115,9;115,9
1479,0;115,9;115,9
1480,0;115,5;115,5
1481,0;115,5;115,5
1482,0;115,5;115,5
1483,0;115,5;115,5
1484,0;115,2;115,2
1485,0;115,2;115,2
1486,0;115,2;115,2
1487,0;115,2;115,2
1488,0;115,2;115,2
1489,0;115,2;115,2
1490,0;114,8;114,8
1491,0;114,8;114,8
1492,0;114,5;114,5
1493,0;114,5;114,5
1494,0;114,8;114,8
1495,0;114,8;114,8
1496,0;115,2;115,2
1497,0;115,2;115,2
1498,0;114,5;114,5
1499,0;114,5;114,5
1500,0;114,5;114,5
1501,0;114,5;114,5
1502,0;114,1;114,1
1503,0;114,1;114,1
1504,0;114,1;114,1
1505,0;114,1;114,1
1506,0;113,8;113,8
1507,0;113,8;113,8
1508,0;113,8;113,8
1509,0;113,8;113,8
1510,0;113,8;113,8
1511,0;113,8;113,8
1512,0;113,8;113,8
1513,0;113,8;113,8
1514,0;113,4;113,4
1515,0;113,4;113,4
1516,0;113,1;113,1
1517,0;113,1;113,1
1518,0;113,1;113,1
1519,0;113,1;113,1
1520,0;113,1;113,1
1521,0;113,1;113,1
1522,0;112,7;112,7
1523,0;112,7;112,7
1524,0;112,7;112,7
1525,0;112,7;112,7
1526,0;112,0;112,0
1527,0;112,0;112,0
1528,0;112,0;112,0
1529,0;112,0;112,0
1530,0;112,0;112,0
1531,0;112,0;112,0
1532,0;112,0;112,0
1533,0;112,0;112,0
1534,0;112,0;112,0
1535,0;112,0;112,0
1536,0;112,0;112,0
1537,0;112,0;112,0
1538,0;112,0;112,0
1539,0;112,0;112,0
1540,0;111,6;111,6
1541,0;111,6;111,6
1542,0;111,6;111,6
1543,0;111,6;111,6
1544,0;111,6;111,6
1545,0;111,6;111,6
1546,0;111,6;111,6
1547,0;111,6;111,6
1548,0;111,3;111,3
1549,0;111,3;111,3
1550,0;110,9;110,9
1551,0;110,9;110,9
1552,0;111,3;111,3
1553,0;111,3;111,3
1554,0;110,9;110,9
1555,0;110,9;110,9
1556,0;110,6;110,6
1557,0;110,6;110,6
1558,0;110,6;110,6
1559,0;110,6;110,6
1560,0;110,6;110,6
1561,0;110,6;110,6
1562,0;110,2;110,2
1563,0;110,2;110,2
1564,0;110,6;110,6
1565,0;110,6;110,6
1566,0;110,3;110,3
1567,0;110,3;110,3
1568,0;110,3;110,3
1569,0;110,3;110,3
1570,0;110,3;110,3
1571,0;110,3;110,3
1572,0;109,9;109,9
1573,0;109,9;109,9
1574,0;109,6;109,6
1575,0;109,6;109,6
1576,0;109,5;109,5
1577,0;109,5;109,5
1578,0;109,6;109,6
1579,0;109,6;109,6
1580,0;109,2;109,2
1581,0;109,2;109,2
1582,0;109,2;109,2
1583,0;109,2;109,2
1584,0;109,2;109,2
1585,0;109,2;109,2
1586,0;109,2;109,2
1587,0;109,2;109,2
1588,0;108,9;108,9
1589,0;108,9;108,9
1590,0;109,2;109,2
1591,0;109,2;109,2
1592,0;108,9;108,9
1593,0;108,9;108,9
1594,0;108,5;108,5
1595,0;108,5;108,5
1596,0;108,5;108,5
1597,0;108,5;108,5
1598,0;108,5;108,5
1599,0;108,5;108,5
1600,0;108,5;108,5
1601,0;108,5;108,5
1602,0;108,5;108,5
1603,0;108,5;108,5
1604,0;108,2;108,2
1605,0;108,2;108,2
1606,0;108,2;108,2
1607,0;108,2;108,2
1608,0;108,2;108,2
1609,0;108,2;108,2
1610,0;107,8;107,8
1611,0;107,8;107,8
1612,0;107,8;107,8
1613,0;107,8;107,8
1614,0;107,5;107,5
1615,0;107,5;107,5
1616,0;107,5;107,5
1617,0;107,5;107,5
1618,0;107,5;107,5
1619,0;107,5;107,5
1620,0;107,1;107,1
1621,0;107,1;107,1
1622,0;107,1;107,1
1623,0;107,1;107,1
1624,0;107,1;107,1
1625,0;107,1;107,1
1626,0;107,1;107,1
1627,0;107,1;107,1
1628,0;106,8;106,8
1629,0;106,8;106,8
1630,0;106,8;106,8
1631,0;106,8;106,8
1632,0;106,4;106,4
1633,0;106,4;106,4
1634,0;106,4;106,4
1635,0;106,4;106,4
1636,0;106,4;106,4
1637,0;106,4;106,4
1638,0;106,4;106,4
1639,0;106,4;106,4
1640,0;106,1;106,1
1641,0;106,1;106,1
1642,0;106,1;106,1
1643,0;106,1;106,1
1644,0;105,7;105,7
1645,0;105,7;105,7
1646,0;105,7;105,7
1647,0;105,7;105,7
1648,0;105,7;105,7
1649,0;105,7;105,7
1650,0;105,7;105,7
1651,0;105,7;105,7
1652,0;105,4;105,4
1653,0;105,4;105,4
1654,0;105,4;105,4
1655,0;105,4;105,4
1656,0;105,4;105,4
1657,0;105,4;105,4
1658,0;105,4;105,4
1659,0;105,4;105,4
1660,0;105,4;105,4
1661,0;105,4;105,4
1662,0;105,0;105,0
1663,0;105,0;105,0
1664,0;105,0;105,0
1665,0;105,0;105,0
1666,0;105,0;105,0
1667,0;105,0;105,0
1668,0;104,7;104,7
1669,0;104,7;104,7
1670,0;105,0;105,0
1671,0;105,0;105,0
1672,0;104,7;104,7
1673,0;104,7;104,7
1674,0;104,7;104,7
1675,0;104,7;104,7
1676,0;104,7;104,7
1677,0;104,7;104,7
1678,0;104,7;104,7
1679,0;104,7;104,7
1680,0;104,0;104,0
1681,0;104,0;104,0
1682,0;104,0;104,0
1683,0;104,0;104,0
1684,0;104,0;104,0
1685,0;104,0;104,0
1686,0;104,0;104,0
1687,0;104,0;104,0
1688,0;103,6;103,6
1689,0;103,6;103,6
1690,0;103,6;103,6
1691,0;103,6;103,6
1692,0;103,6;103,6
1693,0;103,6;103,6
1694,0;103,6;103,6
1695,0;103,6;103,6
1696,0;103,6;103,6
1697,0;103,6;103,6
1698,0;103,3;103,3
1699,0;103,3;103,3
1700,0;103,3;103,3
1701,0;103,3;103,3
1702,0;103,3;103,3
1703,0;103,3;103,3
1704,0;102,9;102,9
1705,0;102,9;102,9
1706,0;102,9;102,9
1707,0;102,9;102,9
1708,0;102,9;102,9
1709,0;102,9;102,9
1710,0;102,9;102,9
1711,0;102,9;102,9
1712,0;102,6;102,6
1713,0;102,6;102,6
1714,0;102,6;102,6
1715,0;102,6;102,6
1716,0;102,2;102,2
1717,0;102,2;102,2
1718,0;102,2;102,2
1719,0;102,2;102,2
1720,0;102,2;102,2
1721,0;102,2;102,2
1722,0;102,2;102,2
1723,0;102,2;102,2
1724,0;101,9;101,9
1725,0;101,9;101,9
1726,0;101,9;101,9
1727,0;101,9;101,9
1728,0;101,9;101,9
1729,0;101,9;101,9
1730,0;101,9;101,9
1731,0;101,9;101,9
1732,0;101,5;101,5
1733,0;101,5;101,5
1734,0;101,5;101,5
1735,0;101,5;101,5
1736,0;101,5;101,5
1737,0;101,5;101,5
1738,0;101,5;101,5
1739,0;101,5;101,5
1740,0;101,2;101,2
1741,0;101,2;101,2
1742,0;101,2;101,2
1743,0;101,2;101,2
1744,0;101,2;101,2
1745,0;101,2;101,2
1746,0;101,2;101,2
1747,0;101,2;101,2
1748,0;101,2;101,2
1749,0;101,2;101,2
1750,0;100,8;100,8
1751,0;100,8;100,8
1752,0;100,5;100,5
1753,0;100,5;100,5
1754,0;100,5;100,5
1755,0;100,5;100,5
1756,0;100,1;100,1
1757,0;100,1;100,1
1758,0;100,1;100,1
1759,0;100,1;100,1
1760,0;100,1;100,1
1761,0;100,1;100,1
1762,0;99,8;99,8
1763,0;99,8;99,8
1764,0;99,8;99,8
1765,0;99,8;99,8
1766,0;99,8;99,8
1767,0;99,8;99,8
1768,0;99,8;99,8
1769,0;99,8;99,8
