t;T;T
[s];[°C];[°C]
;;
1405;116,2;116,2
1406;115,8;115,8
1407;115,8;115,8
1408;115,8;115,8
1409;115,8;115,8
1410;115,8;115,8
1411;115,8;115,8
1412;115,8;115,8
1413;115,8;115,8
1414;115,8;115,8
1415;115,8;115,8
1416;115,8;115,8
1417;115,8;115,8
1418;115,5;115,5
1419;115,5;115,5
1420;114,8;114,8
1421;114,8;114,8
1422;115,1;115,1
1423;115,1;115,1
1424;115,1;115,1
1425;115,1;115,1
1426;114,8;114,8
1427;114,8;114,8
1428;114,8;114,8
1429;114,8;114,8
1430;114,4;114,4
1431;114,4;114,4
1432;114,4;114,4
1433;114,4;114,4
1434;114,1;114,1
1435;114,1;114,1
1436;114,1;114,1
1437;114,1;114,1
1438;114,1;114,1
1439;114,1;114,1
1440;114,1;114,1
1441;114,1;114,1
1442;113,7;113,7
1443;113,7;113,7
1444;113,7;113,7
1445;113,7;113,7
1446;113,4;113,4
1447;113,4;113,4
1448;113;113
1449;113;113
1450;112,7;112,7
1451;112,7;112,7
1452;113;113
1453;113;113
1454;112,3;112,3
1455;112,3;112,3
1456;112,3;112,3
1457;112,3;112,3
1458;112,3;112,3
1459;112,3;112,3
1460;112,3;112,3
1461;112,3;112,3
1462;112,3;112,3
1463;112,3;112,3
1464;112;112
1465;112;112
1466;112,3;112,3
1467;112,3;112,3
1468;112,3;112,3
1469;112,3;112,3
1470;112;112
1471;112;112
1472;112;112
1473;112;112
1474;111,3;111,3
1475;111,3;111,3
1476;112;112
1477;112;112
1478;111,3;111,3
1479;111,3;111,3
1480;111,3;111,3
1481;111,3;111,3
1482;111,3;111,3
1483;111,3;111,3
1484;111,3;111,3
1485;111,3;111,3
1486;110,9;110,9
1487;110,9;110,9
1488;110,6;110,6
1489;110,6;110,6
1490;110,6;110,6
1491;110,6;110,6
1492;110,6;110,6
1493;110,6;110,6
1494;110,6;110,6
1495;110,6;110,6
1496;110,6;110,6
1497;110,6;110,6
1498;110,6;110,6
1499;110,6;110,6
1500;110,6;110,6
1501;110,6;110,6
1502;109,9;109,9
1503;109,9;109,9
1504;109,9;109,9
1505;109,9;109,9
1506;109,5;109,5
1507;109,5;109,5
1508;109,5;109,5
1509;109,5;109,5
1510;109,5;109,5
1511;109,5;109,5
1512;109,5;109,5
1513;109,5;109,5
1514;109,2;109,2
1515;109,2;109,2
1516;109,2;109,2
1517;109,2;109,2
1518;108,8;108,8
1519;108,8;108,8
1520;108,8;108,8
1521;108,8;108,8
1522;108,8;108,8
1523;108,8;108,8
1524;108,8;108,8
1525;108,8;108,8
1526;108,5;108,5
1527;108,5;108,5
1528;108,5;108,5
1529;108,5;108,5
1530;108,5;108,5
1531;108,5;108,5
1532;108,1;108,1
1533;108,1;108,1
1534;107,8;107,8
1535;107,8;107,8
1536;108,1;108,1
1537;108,1;108,1
1538;107,8;107,8
1539;107,8;107,8
1540;107,8;107,8
1541;107,8;107,8
1542;107,8;107,8
1543;107,8;107,8
1544;107,4;107,4
1545;107,4;107,4
1546;107,4;107,4
1547;107,4;107,4
1548;107,4;107,4
1549;107,4;107,4
1550;107,1;107,1
1551;107,1;107,1
1552;107,4;107,4
1553;107,4;107,4
1554;107,1;107,1
1555;107,1;107,1
1556;107,1;107,1
1557;107,1;107,1
1558;106,7;106,7
1559;106,7;106,7
1560;106,7;106,7
1561;106,7;106,7
1562;106;106
1563;106;106
1564;106;106
1565;106;106
1566;106;106
1567;106;106
1568;106;106
1569;106;106
1570;105,7;105,7
1571;105,7;105,7
1572;106;106
1573;106;106
1574;105,7;105,7
1575;105,7;105,7
1576;105,7;105,7
1577;105,7;105,7
1578;105,3;105,3
1579;105,3;105,3
1580;105,3;105,3
1581;105,3;105,3
1582;105,3;105,3
1583;105,3;105,3
1584;105,3;105,3
1585;105,3;105,3
1586;105,3;105,3
1587;105,3;105,3
1588;105;105
1589;105;105
1590;105;105
1591;105;105
1592;105;105
1593;105;105
1594;104,6;104,6
1595;104,6;104,6
1596;105;105
1597;105;105
1598;104,3;104,3
1599;104,3;104,3
1600;105;105
1601;105;105
1602;104,3;104,3
1603;104,3;104,3
1604;104,3;104,3
1605;104,3;104,3
1606;103,9;103,9
1607;103,9;103,9
1608;104,3;104,3
1609;104,3;104,3
1610;103,9;103,9
1611;103,9;103,9
1612;103,9;103,9
1613;103,9;103,9
1614;103,9;103,9
1615;103,9;103,9
1616;103,9;103,9
1617;103,9;103,9
1618;103,6;103,6
1619;103,6;103,6
1620;103,6;103,6
1621;103,6;103,6
1622;103,2;103,2
1623;103,2;103,2
1624;103,2;103,2
1625;103,2;103,2
1626;103,2;103,2
1627;103,2;103,2
1628;102,9;102,9
1629;102,9;102,9
1630;102,5;102,5
1631;102,5;102,5
1632;102,5;102,5
1633;102,5;102,5
1634;102,5;102,5
1635;102,5;102,5
1636;102,2;102,2
1637;102,2;102,2
1638;102,2;102,2
1639;102,2;102,2
1640;102,5;102,5
1641;102,5;102,5
1642;102,2;102,2
1643;102,2;102,2
1644;101,8;101,8
1645;101,8;101,8
1646;101,8;101,8
1647;101,8;101,8
1648;102,2;102,2
1649;102,2;102,2
1650;101,8;101,8
1651;101,8;101,8
1652;102,2;102,2
1653;102,2;102,2
1654;101,5;101,5
1655;101,5;101,5
1656;101,5;101,5
1657;101,5;101,5
1658;101,8;101,8
1659;101,8;101,8
1660;101,5;101,5
1661;101,5;101,5
1662;101,5;101,5
1663;101,5;101,5
1664;100,8;100,8
1665;100,8;100,8
1666;100,8;100,8
1667;100,8;100,8
1668;100,8;100,8
1669;100,8;100,8
1670;100,4;100,4
1671;100,4;100,4
1672;100,8;100,8
1673;100,8;100,8
1674;100,1;100,1
1675;100,1;100,1
1676;100,1;100,1
1677;100,1;100,1
1678;100,1;100,1
1679;100,1;100,1
1680;100,1;100,1
1681;100,1;100,1
1682;100,1;100,1
1683;100,1;100,1
1684;99,7;99,7
1685;99,7;99,7
1686;99,7;99,7
1687;99,7;99,7
1688;99,7;99,7
1689;99,7;99,7
1690;99,4;99,4
1691;99,4;99,4
1692;99;99
1693;99;99
1694;99;99
1695;99;99
1696;99;99
1697;99;99
1698;99;99
1699;99;99
1700;99;99
1701;99;99
1702;98,7;98,7
1703;98,7;98,7
1704;98,7;98,7
1705;98,7;98,7
1706;98,7;98,7
1707;98,7;98,7
1708;98,7;98,7
1709;98,7;98,7
1710;98,3;98,3
1711;98,3;98,3
1712;98,3;98,3
1713;98,3;98,3
1714;98,3;98,3
1715;98,3;98,3
1716;98;98
1717;98;98
1718;98;98
1719;98;98
1720;98,3;98,3
1721;98,3;98,3
1722;98;98
1723;98;98
1724;98,3;98,3
1725;98,3;98,3
1726;97,3;97,3
1727;97,3;97,3
1728;97,6;97,6
1729;97,6;97,6
1730;97,3;97,3
1731;97,3;97,3
1732;97,3;97,3
1733;97,3;97,3
1734;97,3;97,3
1735;97,3;97,3
1736;96,9;96,9
1737;96,9;96,9
1738;96,9;96,9
1739;96,9;96,9
1740;97;97
1741;97;97
1742;96,6;96,6
1743;96,6;96,6
1744;97;97
1745;97;97
1746;96,6;96,6
1747;96,6;96,6
